"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals",628,"Precious Metal Compounds",62843,"Chemical Products",6,51417,2023
"Inorganic chemicals",628,"Radioactive Chemicals",62844,"Chemical Products",6,19568,2023
"Inorganic chemicals",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,4055,2023
"Inorganic chemicals",628,"Hydrogen peroxide",62847,"Chemical Products",6,1638646.0000000002,2023
"Inorganic chemicals",628,"Carbides",62849,"Chemical Products",6,1891,2023
"Inorganic chemicals",628,"Other inorganic compounds",62853,"Chemical Products",6,6402.999999999999,2023
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,530,2023
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,195085,2023
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,4346,2023
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,209259,2023
"Organic chemicals",629,"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",62905,"Chemical Products",6,6628133,2023
